old_location,cell,old_numeric_token,old_context,new_value,unit,status,current_artifact,MR,CL,Word_status,target,n,producer,config
D-P006,,"1,601","Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",1659.0,events,current_main_population; old weather-related label cannot be retained,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Eunice,1659,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P006,,101,"Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",101.0,LAD,current_main_population; old weather-related label cannot be retained,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Eunice,1659,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P006,,"376,712","Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",395470.0,customers,current_main_population; old weather-related label cannot be retained,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Eunice,1659,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P006,,52.7,"Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",54.56398432790837,hours,current_main_population; old weather-related label cannot be retained,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Eunice,1659,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P006,,"1,187","Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",1132.0,events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Franklin,1132,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P006,,39.4,"Storms and other extreme weather events are the most common cause of power disruptions in Great Britain [1]. In November 2021, Storm Arwen alone left more than one million customers without power [2]. Three months later, three named storms struck the United Kingdom within five days: Dudley, Eunice, and Franklin. Within the service area of UK Power Networks (UKPN), which covers London, the South East, and the East of England, Storm Eunice produced a peak observed gust of 39.4 m/s in Lewes, East Sussex, on 18 February 2022. This value is the highest gust recorded across the entire study period examined in this paper. The storm was associated with 1,601 weather-related outage events across 101 Local Authority Districts, a cumulative estimate of 376,712 affected customers, and a mean restoration time of 52.7 hours. Two days later, Storm Franklin affected the same network and produced a further 1,187 events.",39.400001525878906,"m/s cached proxy, observed/3-second semantics unverified",current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_LAD_details.csv,"MR05,MR27","CL01,CL02,CL05",not_modified,main Eunice,1659,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,27,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",25.0,unique UTC days; summed windows remain27,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,2.46,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",2.281021897810219,percent of calendar days,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,8.15,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",7.366470315705871,percent events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,14.72,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",13.257885883627532,percent customers,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,3.3,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",3.229460586405454,event concentration ratio,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P102,,6,"Storm periods provide a complementary view of fitted performance. Previous outage research has used named storms for model evaluation [5], but the comparison here is descriptive because the fitted model includes these incidents. The seven storms are Arwen, Dudley, Eunice, Franklin, Babet, Ciarán and Henk. Their selected windows span 27 days, or 2.46 percent of the study period, and contain 8.15 percent of final-sample incidents and 14.72 percent of affected-customer counts. Relative to the whole-period daily average, incident and customer-count concentrations are approximately 3.3 and 6 times as high respectively.",5.81225717138231,customer concentration ratio,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\storm_statistics.csv,"MR01,MR14,MR16","CL01,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P101,,0.15,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",0.382246342941095,R² percentage points; sign changes to positive,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,MR12,"CL03,CL04",not_modified,weather E0,9857,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P101,,63.70,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",65.02912171553379,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,MR12,"CL03,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P073,,63.70,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",65.02912171553379,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P101,,36.83,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",37.88170843055696,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,MR12,"CL03,CL04",not_modified,weather,9857,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P073,,36.83,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",37.88170843055696,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified,weather,9857,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P073,,57.8,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",58.25345234750109,percent ratio of within-group shares,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P101,,6.89,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",6.933842239185751,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,MR12,"CL03,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P071,,6.89,"The supplied cause-distribution summaries group incidents by gust decile. The weather-related share rises from 6.89 percent in the lowest decile to 56.10 percent in the highest, increasing across all nine adjacent comparisons (Table G1). These are unadjusted group proportions; they do not compare otherwise identical incidents.",6.933842239185751,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P101,,56.10,"For exposure, adding gust reduces mean out-of-fold R-squared by 0.15 percentage points in the weather-attributed sample. This is an unfavourable predictive result for that comparison, although it does not by itself negate a positive fitted quadratic coefficient. Appendix G documents an association between cause classification and gust: the weather-related share rises from 6.89 percent in the lowest gust decile to 56.10 percent in the highest. The share of observations below 10.69 m/s is 63.70 percent in the full exposure sample and 36.83 percent in the weather-attributed subset. This reduced low-gust coverage is a plausible contributor to the exposure result. The descriptive evidence does not establish it as the sole cause, and restricted covariate support can also affect recovery-model estimates.",57.07138092061374,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,MR12,"CL03,CL04",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P071,,56.10,"The supplied cause-distribution summaries group incidents by gust decile. The weather-related share rises from 6.89 percent in the lowest decile to 56.10 percent in the highest, increasing across all nine adjacent comparisons (Table G1). These are unadjusted group proportions; they do not compare otherwise identical incidents.",57.07138092061374,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P091,,10.46,"The audited plotting scripts for Figures 4 and 6 calculate expη without a retransformation correction. For exposure, η predicts ln1+C and the plotting code does not subtract one. The plotted quantities are therefore not arithmetic-mean customer counts or durations. The local audit reports global residual factors n−1i​expεi of 10.46 for exposure and 2.20 for recovery. These are full-sample diagnostics, not proof that the true conditional means are exactly those multiples of the plotted curves.",10.4485500028908,mean exp residual; not applied correction,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\residual_diagnostics.csv,"MR15,MR17,MR23","CL04,CL05",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
A-P091,,2.20,"The audited plotting scripts for Figures 4 and 6 calculate expη without a retransformation correction. For exposure, η predicts ln1+C and the plotting code does not subtract one. The plotted quantities are therefore not arithmetic-mean customer counts or durations. The local audit reports global residual factors n−1i​expεi of 10.46 for exposure and 2.20 for recovery. These are full-sample diagnostics, not proof that the true conditional means are exactly those multiples of the plotted curves.",3.4635270260323283,mean exp residual; not applied correction,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\residual_diagnostics.csv,"MR15,MR17,MR23","CL04,CL05",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P038,,0.0608,"UKPN records a Cause Code for each incident. This paper groups the original codes into six analytical categories, with the mapping reported in Appendix A.2. The main sample retains the weather-related and asset-related groups to examine incidents attributed to weather or network asset condition. Other groups cover no fault found or unknown causes, third-party interference, human error, and external or customer causes. These labels do not establish statistical independence from gust, and weather may affect restoration even when it is not the recorded initiating cause. A six-category sensitivity comparison is reported in Appendix C. Across five folds, the recovery model’s mean quadratic gust coefficient is 0.0608 in the six-category sample (n = 116,064) and 0.0792 in the two-category sample (n = 59,834), with positive significant quadratic terms in all folds. The mean linear coefficient changes from 0.0257 to 0.0002 and is significant in five versus zero folds. This shows sensitivity of the linear term to sample definition, rather than proving that its signal in the wider sample is non-physical. The restriction was originally chosen before temporal separation, as documented in Section 3.2.",0.0780610485572144,"mean fold coefficient, overlapping training folds",current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixC_fold_summary.csv,"MR03,MR09,MR10","CL01,CL03",not_modified,six_groups,117108,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P038,,0.0792,"UKPN records a Cause Code for each incident. This paper groups the original codes into six analytical categories, with the mapping reported in Appendix A.2. The main sample retains the weather-related and asset-related groups to examine incidents attributed to weather or network asset condition. Other groups cover no fault found or unknown causes, third-party interference, human error, and external or customer causes. These labels do not establish statistical independence from gust, and weather may affect restoration even when it is not the recorded initiating cause. A six-category sensitivity comparison is reported in Appendix C. Across five folds, the recovery model’s mean quadratic gust coefficient is 0.0608 in the six-category sample (n = 116,064) and 0.0792 in the two-category sample (n = 59,834), with positive significant quadratic terms in all folds. The mean linear coefficient changes from 0.0257 to 0.0002 and is significant in five versus zero folds. This shows sensitivity of the linear term to sample definition, rather than proving that its signal in the wider sample is non-physical. The restriction was originally chosen before temporal separation, as documented in Section 3.2.",0.0835022011747216,"mean fold coefficient, overlapping training folds",current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixC_fold_summary.csv,"MR03,MR09,MR10","CL01,CL03",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P038,,0.0257,"UKPN records a Cause Code for each incident. This paper groups the original codes into six analytical categories, with the mapping reported in Appendix A.2. The main sample retains the weather-related and asset-related groups to examine incidents attributed to weather or network asset condition. Other groups cover no fault found or unknown causes, third-party interference, human error, and external or customer causes. These labels do not establish statistical independence from gust, and weather may affect restoration even when it is not the recorded initiating cause. A six-category sensitivity comparison is reported in Appendix C. Across five folds, the recovery model’s mean quadratic gust coefficient is 0.0608 in the six-category sample (n = 116,064) and 0.0792 in the two-category sample (n = 59,834), with positive significant quadratic terms in all folds. The mean linear coefficient changes from 0.0257 to 0.0002 and is significant in five versus zero folds. This shows sensitivity of the linear term to sample definition, rather than proving that its signal in the wider sample is non-physical. The restriction was originally chosen before temporal separation, as documented in Section 3.2.",0.0189203050582171,"mean fold coefficient, overlapping training folds",current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixC_fold_summary.csv,"MR03,MR09,MR10","CL01,CL03",not_modified,six_groups,117108,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P038,,0.0002,"UKPN records a Cause Code for each incident. This paper groups the original codes into six analytical categories, with the mapping reported in Appendix A.2. The main sample retains the weather-related and asset-related groups to examine incidents attributed to weather or network asset condition. Other groups cover no fault found or unknown causes, third-party interference, human error, and external or customer causes. These labels do not establish statistical independence from gust, and weather may affect restoration even when it is not the recorded initiating cause. A six-category sensitivity comparison is reported in Appendix C. Across five folds, the recovery model’s mean quadratic gust coefficient is 0.0608 in the six-category sample (n = 116,064) and 0.0792 in the two-category sample (n = 59,834), with positive significant quadratic terms in all folds. The mean linear coefficient changes from 0.0257 to 0.0002 and is significant in five versus zero folds. This shows sensitivity of the linear term to sample definition, rather than proving that its signal in the wider sample is non-physical. The restriction was originally chosen before temporal separation, as documented in Section 3.2.",-0.0055458424425808,"mean fold coefficient, overlapping training folds",current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixC_fold_summary.csv,"MR03,MR09,MR10","CL01,CL03",not_modified,main,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
D-P038,,"116,064","UKPN records a Cause Code for each incident. This paper groups the original codes into six analytical categories, with the mapping reported in Appendix A.2. The main sample retains the weather-related and asset-related groups to examine incidents attributed to weather or network asset condition. Other groups cover no fault found or unknown causes, third-party interference, human error, and external or customer causes. These labels do not establish statistical independence from gust, and weather may affect restoration even when it is not the recorded initiating cause. A six-category sensitivity comparison is reported in Appendix C. Across five folds, the recovery model’s mean quadratic gust coefficient is 0.0608 in the six-category sample (n = 116,064) and 0.0792 in the two-category sample (n = 59,834), with positive significant quadratic terms in all folds. The mean linear coefficient changes from 0.0257 to 0.0002 and is significant in five versus zero folds. This shows sensitivity of the linear term to sample definition, rather than proving that its signal in the wider sample is non-physical. The restriction was originally chosen before temporal separation, as documented in Section 3.2.",117108.0,events,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixC_fold_summary.csv,"MR03,MR09,MR10","CL01,CL03",not_modified,six_groups,117108,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\src\numeric_acceptance.py,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json
